session_id,n_actions,n_unique_tools,avg_gap_seconds,max_gap_seconds,max_single_tool_repeat,session_duration_seconds
99,5,5,8.599574697151649,17.075095758407937,1,42.99787348575824
100,6,5,2.8476384540392474,4.926488808572829,2,17.085830724235485
101,6,3,1.0878304849286504,2.714020437491817,4,6.5269829095719025
102,1,1,0.0,0.0,1,5.45361984565001
103,3,3,6.160094085634017,13.098880836409508,1,18.48028225690205
104,1,1,0.0,0.0,1,0.3461171947668252
105,1,1,0.0,0.0,1,1.0123282709274135
106,6,3,6.17580309505317,15.248831725162121,3,37.05481857031902
107,4,3,5.107790194124853,13.93430088502402,2,20.43116077649941
108,1,1,0.0,0.0,1,0.9775152609685277
109,7,4,4.666406144843741,12.015984023443725,2,32.664843013906186
110,6,3,2.1122653369670825,3.871732114955909,3,12.673592021802495
111,2,2,1.5119762847269032,1.7873058372532846,1,3.0239525694538063
112,4,4,6.620187193431777,17.135462302210154,1,26.480748773727107
113,4,3,1.4614831195257811,3.693078934439894,2,5.8459324781031246
114,6,3,6.991239864672063,11.966954100133744,2,41.94743918803238
115,5,3,5.669418488971578,16.875837203326228,2,28.347092444857893
116,3,2,6.5132085124663925,14.01483421750385,2,19.53962553739918
117,3,2,1.2599620360116033,3.3673449213280815,2,3.77988610803481
118,7,3,10.703960015115397,32.68978239127233,4,74.92772010580778
119,5,4,2.9520054102902513,5.6601122250834015,2,14.760027051451257
120,1,1,0.0,0.0,1,12.320895145766835
121,5,3,3.290703743587598,8.42217848736586,3,16.45351871793799
122,7,4,4.3427471202281644,7.647080445233936,3,30.39922984159715
123,6,3,4.143968592269389,6.277367243058249,2,24.863811553616337
124,3,2,0.5343273613165213,0.9579259739737739,2,1.6029820839495637
125,6,4,3.2951306541973984,5.184308990863614,2,19.77078392518439
126,1,1,0.0,0.0,1,6.123486950878807
127,4,4,3.883360031766611,6.367802356957663,1,15.533440127066443
128,2,2,6.578331088075219,10.446651052168315,1,13.156662176150437
129,4,3,1.5119956608404466,3.8788259971128665,2,6.047982643361786
130,6,3,1.1978423946570624,4.013945095830638,3,7.187054367942374
131,6,4,3.9437882499941597,8.295988910897824,2,23.662729499964957
132,2,1,2.349098478246564,3.684563856436827,2,4.698196956493128
133,5,3,0.7422795212268436,1.306192474524582,2,3.7113976061342178
134,1,1,0.0,0.0,1,1.7601733191402527
135,6,4,3.3070915990208154,6.425976975304478,3,19.842549594124893
136,7,3,2.5078942610557133,8.108948304021647,3,17.555259827389992
137,4,4,2.323348539933069,3.852007336234208,1,9.293394159732276
138,7,3,3.09852681413636,7.442912374614901,4,21.689687698954522
139,3,3,1.954712115969711,3.0381180094122757,1,5.864136347909133
140,3,3,2.605384461476573,5.348572569983478,1,7.816153384429719
141,4,2,1.0433062878620627,1.5869969209279307,2,4.173225151448251
142,4,2,1.7665742277719303,2.5695876892315526,3,7.066296911087721
143,1,1,0.0,0.0,1,2.7601456873955406
144,7,4,3.2173713994598807,5.339705904059863,3,22.521599796219164
145,4,2,6.6304088646449,17.22478308867925,3,26.5216354585796
146,5,3,3.2800626516056766,10.853768270086636,3,16.400313258028383
147,6,5,2.553533026262355,9.083005797423661,2,15.321198157574129
148,5,4,8.1280249852405,16.15456866406368,2,40.6401249262025
149,6,4,6.268406637362374,14.766278348339409,2,37.61043982417424
150,2,2,3.5918975784454785,5.869895033648354,1,7.183795156890957
151,6,4,5.480879342287646,13.76733588651287,3,32.885276053725875
152,6,3,1.8990429780762612,3.4818122731697745,4,11.394257868457567
153,2,2,2.802071074419353,3.1816332875389937,1,5.604142148838706
154,2,2,9.980662667829488,18.404805245581297,1,19.961325335658977
155,2,2,0.4828559291855309,0.5978291203789842,1,0.9657118583710618
156,1,1,0.0,0.0,1,5.712264891312834
157,3,3,4.205091109159427,6.325140780765933,1,12.61527332747828
158,7,5,6.978687136592527,13.412705557662767,2,48.85080995614769
159,3,2,5.2503408281295325,10.43912797991931,2,15.751022484388598
160,5,4,1.8559583888308417,6.344200444127472,2,9.279791944154208
161,5,4,3.9402564989331275,9.538050623609111,2,19.701282494665637
162,2,2,4.5487150879239,6.7843306513922785,1,9.0974301758478
163,6,3,3.954622667822134,9.197060253274362,3,23.727736006932805
164,7,4,4.879952723330427,11.242466735728836,3,34.15966906331299
165,2,2,3.4599564325933856,6.320005582721068,1,6.919912865186771
166,5,3,8.284530578734223,24.286563322804565,3,41.42265289367112
167,5,2,3.1706179940168076,5.749654863439115,3,15.853089970084037
168,3,2,3.0433653885551486,5.620038282633607,2,9.130096165665446
169,7,4,3.3236008527349625,7.4949758288467505,2,23.265205969144738
170,2,1,1.8493663702075456,3.649620175840268,2,3.698732740415091
171,4,2,1.6971372687648432,3.1298764047825527,2,6.788549075059373
172,2,1,1.3545555904898432,1.6773896346319876,2,2.7091111809796864
173,7,3,3.588720195290386,11.771294947988844,4,25.121041367032703
174,4,3,5.07795476344498,10.040923542470084,2,20.31181905377992
175,5,4,2.9901643786608285,4.913589813570073,2,14.950821893304143
176,5,4,3.808895831362095,9.662396992939211,2,19.044479156810475
177,2,2,3.9177281410710125,7.302872443273771,1,7.835456282142025
178,1,1,0.0,0.0,1,1.6147452403609606
179,6,3,2.8158806418779676,6.495231644264715,3,16.895283851267806
180,5,2,4.90981775712196,10.25373408121484,4,24.5490887856098
181,7,5,2.038875691734151,5.350035806662262,3,14.272129842139057
182,7,4,1.667345921574428,6.065533964237719,2,11.671421451020995
183,1,1,0.0,0.0,1,0.7842345607969928
184,4,3,4.165696020838251,7.882549962458978,2,16.662784083353003
185,1,1,0.0,0.0,1,1.4243913663571952
186,5,3,2.9860828435726487,6.433394465215824,2,14.930414217863243
187,1,1,0.0,0.0,1,0.14893736743068867
188,6,3,3.874331908388747,7.245355115242276,4,23.245991450332482
189,1,1,0.0,0.0,1,2.0483928050996854
190,6,3,2.50741026467996,5.798748019633491,3,15.04446158807976
191,3,3,2.1120359752458007,4.131293060377828,1,6.3361079257374024
192,4,4,5.175187425315861,8.069436938617484,1,20.700749701263444
193,3,2,1.8627782440945628,4.457658891311407,2,5.5883347322836885
194,6,3,4.778228522505052,8.737803409882687,3,28.66937113503031
195,6,4,6.279583152494074,13.149616490881359,2,37.677498914964445
196,7,3,2.116563145232234,9.066394514523617,3,14.81594201662564
197,4,4,5.021580966716686,9.659612515322882,1,20.086323866866746
198,7,3,2.6074916082856983,3.9142489821883504,3,18.252441257999887
199,4,3,5.553104867061428,14.683728335816253,2,22.212419468245713
